from,to,value,
ip_2_2589,ip_2_2590,"“",
ip_2_2590,ip_2_2591,"’",
ip_2_2614,ip_2_2615,"’",
ip_2_2648,ip_2_2649,",",
ip_2_2649,ip_2_2650,"”",
ip_2_2659,ip_2_2660,".",
ip_2_2662,ip_2_2663,"“",
ip_2_2668,ip_2_2669,",",
ip_2_2707,ip_2_2708,",",
ip_2_2708,ip_2_2709,"”",
ip_2_2717,ip_2_2718,".",
ip_2_2771,ip_2_2772,".",
ip_2_2778,ip_2_2779,"-",
ip_2_2788,ip_2_2789,",",
ip_2_2791,ip_2_2792,"’",
ip_2_2807,ip_2_2808,".",
ip_2_2809,ip_2_2810,"“",
ip_2_2840,ip_2_2841,"’",
ip_2_2859,ip_2_2860,",",
ip_2_2860,ip_2_2861,"”",
ip_2_2870,ip_2_2871,".",
ip_2_2872,ip_2_2873,"“",
ip_2_2875,ip_2_2876,"’",
ip_2_2911,ip_2_2912,".",
ip_2_2912,ip_2_2913,"”",
ip_2_2915,ip_2_2916,"“",
ip_2_2941,ip_2_2942,"-",
ip_2_2947,ip_2_2948,",",
ip_2_2948,ip_2_2949,"”",
ip_2_2958,ip_2_2959,".",
ip_2_2961,ip_2_2962,"“",
ip_2_2994,ip_2_2995,"’",
ip_2_3001,ip_2_3002,".",
ip_2_3018,ip_2_3019,"-",
ip_2_3058,ip_2_3059,"-",
ip_2_3126,ip_2_3127,".",
ip_2_3127,ip_2_3128,"”",
ip_2_3160,ip_2_3161,",",
ip_2_3196,ip_2_3197,",",
ip_2_3221,ip_2_3222,"’",
ip_2_3240,ip_2_3241,",",
ip_2_3300,ip_2_3301,"’",
ip_2_3325,ip_2_3326,".",
ip_2_3395,ip_2_3396,",",
ip_2_3410,ip_2_3411,"-",
ip_2_3445,ip_2_3446,".",
ip_2_3489,ip_2_3490,".",
ip_2_3531,ip_2_3532,",",
ip_2_3555,ip_2_3556,"’",
ip_2_3612,ip_2_3613,".",
ip_2_3631,ip_2_3632,"-",
ip_2_3658,ip_2_3659,"’",
ip_2_3698,ip_2_3699,"-",
ip_2_3715,ip_2_3716,".",
ip_2_3730,ip_2_3731,"-",
ip_2_3741,ip_2_3742,",",
ip_2_3781,ip_2_3782,"-",
ip_2_3789,ip_2_3790,".",
ip_2_3825,ip_2_3826,",",
ip_2_3829,ip_2_3830,"’",
ip_2_3863,ip_2_3864,"’",
ip_2_3897,ip_2_3898,"-",
ip_2_3949,ip_2_3950,".",
ip_2_4023,ip_2_4024,".",
ip_2_4063,ip_2_4064,",",
ip_2_4065,ip_2_4066,"“",
ip_2_4077,ip_2_4078,",",
ip_2_4088,ip_2_4089,",",
ip_2_4093,ip_2_4094,"’",
ip_2_4111,ip_2_4112,"’",
ip_2_4131,ip_2_4132,".",
ip_2_4181,ip_2_4182,"’",
ip_2_4191,ip_2_4192,"’",
ip_2_4230,ip_2_4231,",",
ip_2_4257,ip_2_4258,".",
ip_2_4258,ip_2_4259,"”",
ip_2_4275,ip_2_4276,"’",
ip_2_4297,ip_2_4298,"’",
ip_2_4353,ip_2_4354,".",
ip_2_4362,ip_2_4363,"’",
ip_2_4392,ip_2_4393,",",
ip_2_4422,ip_2_4423,".",
ip_2_4509,ip_2_4510,"’",
ip_2_4550,ip_2_4551,"’",
ip_2_4568,ip_2_4569,"-",
ip_2_4575,ip_2_4576,",",
ip_2_4611,ip_2_4612,".",
ip_2_4651,ip_2_4652,"’",
ip_2_4658,ip_2_4659,",",
ip_2_4700,ip_2_4701,",",
ip_2_4702,ip_2_4703,"“",
ip_2_4722,ip_2_4723,"-",
ip_2_4751,ip_2_4752,"’",
ip_2_4759,ip_2_4760,"?",
ip_2_4760,ip_2_4761,"”",
ip_2_4792,ip_2_4793,".",
ip_2_4794,ip_2_4795,"“",
ip_2_4844,ip_2_4845,",",
ip_2_4845,ip_2_4846,"”",
ip_2_4855,ip_2_4856,".",
ip_2_4858,ip_2_4859,"“",
ip_2_4869,ip_2_4870,"’",
ip_2_4895,ip_2_4896,"?",
ip_2_4896,ip_2_4897,"”",
ip_2_4899,ip_2_4900,"“",
ip_2_4905,ip_2_4906,"’",
ip_2_4910,ip_2_4911,".",
ip_2_4912,ip_2_4913,"’",
ip_2_4926,ip_2_4927,"’",
ip_2_4936,ip_2_4937,"’",
ip_2_4958,ip_2_4959,"-",
ip_2_4964,ip_2_4965,".",
ip_2_4965,ip_2_4966,"”",
ip_2_4996,ip_2_4997,",",
ip_2_5059,ip_2_5060,",",
ip_2_5061,ip_2_5062,"“",
ip_2_5103,ip_2_5104,"?",
ip_2_5104,ip_2_5105,"”",
ip_2_5107,ip_2_5108,"“",
ip_2_5111,ip_2_5112,",",
ip_2_5112,ip_2_5113,"”",
ip_2_5127,ip_2_5128,",",
ip_2_5130,ip_2_5131,"’",
ip_2_5173,ip_2_5174,".",
ip_2_5175,ip_2_5176,"“",
ip_2_5199,ip_2_5200,".",
ip_2_5200,ip_2_5201,"”",
ip_2_5203,ip_2_5204,"“",
ip_2_5208,ip_2_5209,",",
ip_2_5234,ip_2_5235,",",
ip_2_5257,ip_2_5258,",",
ip_2_5284,ip_2_5285,"-",
ip_2_5293,ip_2_5294,".",
ip_2_5304,ip_2_5305,"’",
ip_2_5319,ip_2_5320,"’",
ip_2_5333,ip_2_5334,".",
ip_2_5334,ip_2_5335,"”",
ip_2_5360,ip_2_5361,".",
ip_2_5362,ip_2_5363,"“",
ip_2_5368,ip_2_5369,"’",
ip_2_5395,ip_2_5396,",",
ip_2_5396,ip_2_5397,"”",
ip_2_5405,ip_2_5406,".",
ip_2_5407,ip_2_5408,"“",
ip_2_5424,ip_2_5425,",",
ip_2_5435,ip_2_5436,",",
ip_2_5451,ip_2_5452,".",
ip_2_5452,ip_2_5453,"”",
ip_2_5470,ip_2_5471,".",
ip_2_5485,ip_2_5486,"-",
ip_2_5547,ip_2_5548,".",

